Load address: $5000 Init address: $5FB2 Play address: $5012
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|    57 | 3A8C (A-5 C5) .. .... ... | 2E72 (F-5 C1) .. .... ... | ....  ... ..  .. .... 11C | .... .. ... . |
|    58 | 1D46 (A-4 B9) .. .... ... | 1739 (F-4 B5) .. .... ... | ....  ... ..  .. .... 132 | .... .. ... . |
|    59 | 3A8C (A-5 C5) .. .... ... | 2E72 (F-5 C1) .. .... ... | ....  ... ..  .. .... 148 | .... .. ... . |
|    60 | 1D46 (A-4 B9) .. .... ... | 1739 (F-4 B5) .. .... ... | ....  ... ..  .. .... 15E | .... .. ... . |
|    61 | 3A8C (A-5 C5) .. .... ... | 2E72 (F-5 C1) .. .... ... | ....  ... ..  .. .... 174 | .... .. ... . |
|    62 | 1D46 (A-4 B9) .. .... ... | 1739 (F-4 B5) .. .... ... | ....  ... ..  .. .... 18A | .... .. ... . |
|    63 | 3A8C (A-5 C5) .. 0000 ... | 2E72 (F-5 C1) .. 0000 ... | ....  ... ..  .. .... 1A0 | .... .. ... . |
|    64 | 1D46 (A-4 B9) .. .... ... | 1739 (F-4 B5) .. .... ... | ....  ... ..  .. .... 1B6 | .... .. ... . |
|    65 | 3A8C (A-5 C5) .. .... ... | 2E72 (F-5 C1) .. .... ... | ....  ... ..  .. .... 1CC | .... .. ... . |
|    66 | 1D46  A-4 B9  41 064B ... | 15EB  E-4 B4  41 064B ... | ....  ... ..  .. .... 1E2 | .... .. ... . |
|    67 | 3A8C (A-5 C5) 80 .... ... | 2BD6 (E-5 C0) 80 .... ... | ....  ... ..  .. .... 1F8 | .... .. ... . |
|    68 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 10E | .... .. ... . |
|    69 | 3A8C (A-5 C5) 40 .... ... | 2BD6 (E-5 C0) 40 .... ... | ....  ... ..  40 0000 124 | .... .. ... . |
|    70 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | ....  ... ..  .. .... 13A | .... .. ... . |
|    71 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | ....  ... ..  .. .... 150 | .... .. ... . |
|    72 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82  A#3 AE  81 0A09 200 | .... .. ... . |
|    73 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) 80 .... ... | .... .. ... . |
|    74 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|    75 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|    76 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|    77 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|    78 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|    79 | 3A8C (A-5 C5) .. .... ... | 2BD6 (E-5 C0) .. .... ... | 1F04 (A#4 BA) .. .... ... | .... .. ... . |
|    80 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
|    81 | 3A8C (A-5 C5) .. 0000 ... | 2BD6 (E-5 C0) .. 0000 ... | 1F04 (A#4 BA) .. 0000 ... | .... .. ... . |
|    82 | 1D46 (A-4 B9) .. .... ... | 15EB (E-4 B4) .. .... ... | 0F82 (A#3 AE) .. .... ... | .... .. ... . |
