Load address: $87E8 Init address: $87E8 Play address: $87F4
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   138 | ....  ... ..  .. .... ... | 1F03 (A#4 BA) .. .... ... | 2965 (- 004A) .. .... ... | .... .. ... . |
|   139 | ....  ... ..  .. .... ... | 189D (F#4 B6) .. .... ... | 291B (- 004A) .. .... ... | .... .. ... . |
|   140 | ....  ... ..  .. .... ... | 14B2 (D#4 B3) .. .... ... | 28D1 (- 004A) .. .... ... | .... .. ... . |
|   141 | ....  ... ..  10 .... ... | 2965 (D#5 BF) .. .... ... | 291B (+ 004A) .. 0002 ... | .... .. ... . |
|   142 | ....  ... ..  .. .... ... | 1F03 (A#4 BA) .. .... ... | 2965 (+ 004A) .. .... ... | .... .. ... . |
|   143 | ....  ... ..  .. .... ... | 189D (F#4 B6) .. .... ... | 29AF (+ 004A) .. .... ... | .... .. ... . |
|   144 | 52C9  D#6 CB  11 .... ... | 0AF7  ... ..  01 00E8 800 | 1F03  A#4 BA  41 00DA ... | .... .. ... . |
|   145 | ....  ... ..  .. .... ... | F700  A#7 DE  81 .... 880 | ....  ... ..  .. .... ... | .... .. ... . |
|   146 | ....  ... ..  .. .... ... | 0F00 (A-3 AD) 41 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   147 | ....  ... ..  .. .... ... | 0C00 (F#3 AA) 40 .... ... | ....  ... ..  40 .... ... | .... .. ... . |
|   148 | ....  ... ..  .. .... ... | D400 (G-7 DB) 80 .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   149 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  10 .... ... | .... .. ... . |
|   150 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   151 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   152 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   153 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   154 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   155 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   156 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   157 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   158 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   159 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   160 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   161 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1F3A (+ 0037) .. .... ... | .... .. ... . |
|   162 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1F71 (+ 0037) .. .... ... | .... .. ... . |
|   163 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1FA8 (+ 0037) .. .... ... | .... .. ... . |
|   164 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1F71 (- 0037) .. .... ... | .... .. ... . |
|   165 | ....  ... ..  10 .... ... | ....  ... ..  .. .... ... | 1F3A (- 0037) .. .... ... | .... .. ... . |
|   166 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1F03 (- 0037) .. .... ... | .... .. ... . |
|   167 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | 1ECC (- 0037) .. .... ... | .... .. ... . |
|   168 | 0AF7  ... ..  01 00E8 800 | 0AF7  ... ..  01 .... 800 | 1E95 (- 0037) .. .... ... | .... .. ... . |
|   169 | 3100  F#5 C2  81 .... 880 | F700  A#7 DE  81 .... 880 | 1ECC (+ 0037) .. .... ... | .... .. ... . |
|   170 | 0B00 (E-3 A8) 41 .... ... | 0F00 (A-3 AD) 41 .... ... | 1F03 (+ 0037) .. .... ... | .... .. ... . |
|   171 | 024E (C#1 8D) .. 09DE 800 | 0C00 (F#3 AA) 40 .... ... | 1F3A (+ 0037) .. .... ... | .... .. ... . |
|   172 | ....  ... ..  .. .... 890 | D400 (G-7 DB) 80 .... ... | 1F71 (+ 0037) .. .... ... | .... .. ... . |
|   173 | ....  ... ..  .. .... 8C0 | ....  ... ..  .. .... ... | 1FA8 (+ 0037) .. .... ... | .... .. ... . |
|   174 | ....  ... ..  40 .... 8F0 | ....  ... ..  .. .... ... | 1F71 (- 0037) .. .... ... | .... .. ... . |
|   175 | ....  ... ..  .. .... 920 | ....  ... ..  .. .... ... | 1F3A (- 0037) .. .... ... | .... .. ... . |
|   176 | ....  ... ..  .. .... 950 | ....  ... ..  .. .... ... | 1F03 (- 0037) .. .... ... | .... .. ... . |
|   177 | ....  ... ..  .. .... 980 | ....  ... ..  .. .... ... | 1ECC (- 0037) .. .... ... | .... .. ... . |
|   178 | ....  ... ..  .. .... 9B0 | ....  ... ..  .. .... ... | 1E95 (- 0037) .. .... ... | .... .. ... . |
|   179 | ....  ... ..  .. .... 9E0 | ....  ... ..  .. .... ... | 1ECC (+ 0037) .. .... ... | .... .. ... . |
|   180 | ....  ... ..  .. .... A10 | ....  ... ..  .. .... ... | 1F03 (+ 0037) .. .... ... | .... .. ... . |
|   181 | ....  ... ..  .. .... A40 | ....  ... ..  .. .... ... | 1F3A (+ 0037) .. .... ... | .... .. ... . |
|   182 | ....  ... ..  .. .... A70 | ....  ... ..  .. .... ... | 1F71 (+ 0037) .. .... ... | .... .. ... . |
|   183 | ....  ... ..  .. .... AA0 | ....  ... ..  .. .... ... | 1FA8 (+ 0037) .. .... ... | .... .. ... . |
|   184 | ....  ... ..  .. .... AD0 | ....  ... ..  .. .... ... | 1F71 (- 0037) .. .... ... | .... .. ... . |
|   185 | ....  ... ..  .. .... B00 | ....  ... ..  .. .... ... | 1F3A (- 0037) .. .... ... | .... .. ... . |
|   186 | ....  ... ..  .. .... B30 | ....  ... ..  .. .... ... | 1F03 (- 0037) .. .... ... | .... .. ... . |
|   187 | ....  ... ..  .. .... B60 | ....  ... ..  .. .... ... | 1ECC (- 0037) .. .... ... | .... .. ... . |
|   188 | 0252 (+ 0004) .. .... B90 | ....  ... ..  .. .... ... | 1E95 (- 0037) .. .... ... | .... .. ... . |
|   189 | 0256 (+ 0004) .. 0902 BC0 | ....  ... ..  .. .... ... | 1ECC (+ 0037) .. .... ... | .... .. ... . |
|   190 | 025A (+ 0004) .. .... BF0 | ....  ... ..  .. .... ... | 1F03 (+ 0037) .. .... ... | .... .. ... . |
|   191 | 0256 (- 0004) .. .... C20 | ....  ... ..  .. .... ... | 1F3A (+ 0037) .. .... ... | .... .. ... . |
|   192 | 0AF7  ... ..  01 00E8 800 | 14B2  D#4 B3  51 CCDF 400 | ....  ... ..  .. .... ... | .... .. ... . |
|   193 | 3100  F#5 C2  81 .... 880 | 2965 (D#5 BF) .. .... ... | 1F71 (+ 0037) .. .... ... | .... .. ... . |
|   194 | 0B00 (E-3 A8) 41 .... ... | 1F03 (A#4 BA) .. .... ... | 1FA8 (+ 0037) .. .... ... | .... .. ... . |
|   195 | 0296 (D#1 8F) .. 09DE 800 | 189D (F#4 B6) .. .... ... | 1F71 (- 0037) .. .... ... | .... .. ... . |
|   196 | ....  ... ..  .. .... 890 | 14B2 (D#4 B3) .. .... ... | 1F3A (- 0037) .. .... ... | .... .. ... . |
|   197 | ....  ... ..  .. .... 8C0 | 2965 (D#5 BF) .. .... ... | 1F03 (- 0037) .. .... ... | .... .. ... . |
|   198 | ....  ... ..  40 .... 8F0 | 1F03 (A#4 BA) .. .... ... | 1ECC (- 0037) .. .... ... | .... .. ... . |
|   199 | ....  ... ..  .. .... 920 | 189D (F#4 B6) .. .... ... | 1E95 (- 0037) .. .... ... | .... .. ... . |
|   200 | ....  ... ..  .. .... 950 | 14B2 (D#4 B3) .. .... ... | 1ECC (+ 0037) .. .... ... | .... .. ... . |
