Load address: $1800 Init address: $1800 Play address: $1806
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   147 | ....  ... ..  .. .... 7C6 | ....  ... ..  .. .... 9C0 | ....  ... ..  .. .... 9C0 | .... .. ... . |
|   148 | ....  ... ..  .. .... 82A | ....  ... ..  .. .... A00 | ....  ... ..  .. .... A00 | .... .. ... . |
|   149 | ....  ... ..  .. .... 88E | ....  ... ..  .. .... A40 | ....  ... ..  .. .... A40 | .... .. ... . |
|   150 | ....  ... ..  .. .... 8F2 | ....  ... ..  .. .... A80 | ....  ... ..  .. .... A80 | .... .. ... . |
|   151 | ....  ... ..  .. .... 956 | ....  ... ..  .. .... AC0 | ....  ... ..  .. .... AC0 | .... .. ... . |
|   152 | ....  ... ..  .. .... 9BA | ....  ... ..  .. .... B00 | ....  ... ..  .. .... B00 | .... .. ... . |
|   153 | ....  ... ..  .. .... A1E | ....  ... ..  .. .... B40 | ....  ... ..  .. .... B40 | .... .. ... . |
|   154 | ....  ... ..  .. .... A82 | ....  ... ..  .. .... B80 | ....  ... ..  .. .... B80 | .... .. ... . |
|   155 | ....  ... ..  .. .... AE6 | ....  ... ..  .. .... BC0 | ....  ... ..  .. .... BC0 | .... .. ... . |
|   156 | ....  ... ..  .. .... B4A | 0E18  G#3 AC  41 .... 400 | 070C  G#2 A0  41 .... 400 | .... .. ... . |
|   157 | ....  ... ..  .. .... BAE | ....  ... ..  .. .... 4A0 | ....  ... ..  .. .... 4A0 | .... .. ... . |
|   158 | ....  ... ..  .. .... C12 | ....  ... ..  40 .... 540 | ....  ... ..  40 .... 540 | .... .. ... . |
|   159 | ....  ... ..  .. .... C76 | ....  ... ..  .. .... 5E0 | ....  ... ..  .. .... 5E0 | .... .. ... . |
|   160 | ....  ... ..  .. .... CDA | ....  ... ..  .. .... 680 | ....  ... ..  .. .... 680 | .... .. ... . |
|   161 | ....  ... ..  .. .... D3E | ....  ... ..  .. .... 6E0 | ....  ... ..  .. .... 6E0 | .... .. ... . |
|   162 | ....  ... ..  .. .... DA2 | ....  ... ..  .. .... 740 | ....  ... ..  .. .... 740 | .... .. ... . |
|   163 | ....  ... ..  .. .... E06 | ....  ... ..  .. .... 7A0 | ....  ... ..  .. .... 7A0 | .... .. ... . |
|   164 | ....  ... ..  .. .... E6A | ....  ... ..  .. .... 800 | ....  ... ..  .. .... 800 | .... .. ... . |
|   165 | ....  ... ..  .. .... ECE | ....  ... ..  .. .... 840 | ....  ... ..  .. .... 840 | .... .. ... . |
