Load address: $A400 Init address: $BFC0 Play address: $BFE0
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|    82 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    83 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    84 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    85 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    86 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    87 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    88 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    89 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    90 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    91 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    92 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    93 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    94 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    95 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    96 | 267E  D-5 BE  21 11A9 800 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    97 | 2778 (+ 00FA) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    98 | 2872 (D#5 BF) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|    99 | 296C (+ 00FA) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   100 | 2872 (- 00FA) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   101 | 2778 (D-5 BE) .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   102 | 267E (- 00FA) .. .... 864 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   103 | 26BA (+ 003C) 20 .... 8C8 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   104 | 26F6 (+ 003C) .. .... 92C | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   105 | 2732 (+ 003C) .. .... 990 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   106 | 26F6 (- 003C) .. .... 9F4 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   107 | 26BA (- 003C) .. .... A58 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   108 | 267E (- 003C) .. .... ABC | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   109 | ....  ... ..  .. .... B20 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   110 | ....  ... ..  .. .... B84 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   111 | ....  ... ..  .. .... BE8 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   112 | ....  ... ..  .. .... C4C | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   113 | ....  ... ..  .. .... CB0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   114 | ....  ... ..  .. .... D14 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   115 | ....  ... ..  .. .... D78 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   116 | ....  ... ..  .. .... DDC | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   117 | ....  ... ..  .. .... E40 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   118 | ....  ... ..  .. .... EA4 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   119 | ....  ... ..  .. .... F08 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   120 | ....  ... ..  .. .... F6C | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   121 | ....  ... ..  .. .... FD0 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   122 | ....  ... ..  .. .... 034 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   123 | 0000  ... ..  00 0000 000 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   124 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   125 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   126 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   127 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   128 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   129 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   130 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   131 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   132 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   133 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   134 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
|   135 | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | ....  ... ..  .. .... ... | .... .. ... . |
