Load address: $A600 Init address: $A600 Play address: $A603
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|    85 | 0901 (C#3 A5) .. .... B60 | 2A3E (D#5 BF) .. .... AA0 | ....  ... ..  .. .... ... | 9400 .. ... . |
|    86 | 0911 (+ 0010) .. .... BC0 | 2386 (C-5 BC) .. .... B20 | ....  ... ..  .. .... ... | 9500 .. ... . |
|    87 | 0901 (- 0010) .. .... C20 | 1A9C (G-4 B7) .. .... BA0 | ....  ... ..  .. .... ... | 9600 .. ... . |
|    88 | 08F1 (C-3 A4) .. .... C80 | 2A3E (D#5 BF) .. .... C20 | ....  ... ..  .. .... ... | 9700 .. ... . |
|    89 | 08E1 (- 0010) .. .... CE0 | 2386 (C-5 BC) .. .... BA0 | ....  ... ..  .. .... ... | 9800 .. ... . |
|    90 | 08D1 (- 0010) .. .... D40 | 1A9C (G-4 B7) .. .... B20 | ....  ... ..  .. .... ... | 9900 .. ... . |
|    91 | 08C1 (- 0010) .. .... CE0 | 2A3E (D#5 BF) .. .... AA0 | ....  ... ..  .. .... ... | 9A00 .. ... . |
|    92 | 08D1 (+ 0010) .. .... C80 | 2386 (C-5 BC) .. .... A20 | ....  ... ..  .. .... ... | 9B00 .. ... . |
|    93 | 08E1 (+ 0010) .. .... C20 | 1A9C (G-4 B7) 20 .... 9A0 | ....  ... ..  .. .... ... | 9C00 .. ... . |
|    94 | 08F1 (+ 0010) .. .... BC0 | 2A3E (D#5 BF) .. .... 920 | ....  ... ..  .. .... ... | 9D00 .. ... . |
|    95 | 0901 (C#3 A5) .. .... B60 | 2386 (C-5 BC) .. .... 8A0 | ....  ... ..  .. .... ... | 9E00 .. ... . |
|    96 | 0911 (+ 0010) .. .... B00 | 151F  D#4 B3  21 .... 400 | 070C  G#2 A0  11 .... ... | .... .. ... . |
|    97 | 0901 (- 0010) .. .... AA0 | 2386 (C-5 BC) 41 .... 430 | 3400 (G-5 C3) 81 .... ... | A000 .. ... . |
|    98 | 08F1 (C-3 A4) .. .... A40 | 1C31 (G#4 B8) .. .... 460 | 0A00 (D-3 A6) 41 .... ... | 9E00 .. ... . |
|    99 | 08E1 (- 0010) .. .... 9E0 | 151F (D#4 B3) .. .... 490 | 0800 (B-2 A3) 40 .... ... | 9C00 .. ... . |
|   100 | 08D1 (- 0010) .. .... 980 | 2386 (C-5 BC) .. .... 4C0 | 0600 (F#2 9E) .. .... ... | 9A00 .. ... . |
|   101 | 08C1 (- 0010) .. .... 920 | 151F (D#4 B3) 21 .... 4F0 | 0400 (B-1 97) .. .... ... | 9800 .. ... . |
|   102 | 08D1 (+ 0010) .. .... 8C0 | ....  ... ..  .. .... 520 | 0500 (D-2 9A) .. .... ... | 9600 .. ... . |
|   103 | 08E1 (+ 0010) .. .... 860 | 2386 (C-5 BC) .. .... 5A0 | 0600 (F#2 9E) .. .... ... | 9400 .. ... . |
|   104 | 08F1 (+ 0010) .. .... 800 | 1C31 (G#4 B8) .. .... 620 | 0500 (D-2 9A) .. .... ... | 9200 .. ... . |
