Load address: $A000 Init address: $C000 Play address: $C020
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   116 | 29A5 (+ 0040) .. .... 4A0 | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   117 | 29E5 (+ 0040) .. .... 480 | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   118 | 2A25 (+ 0040) .. .... 460 | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   119 | 29E5 (- 0040) .. .... 440 | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   120 | 29A5 (- 0040) .. .... 420 | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   121 | 2965 (- 0040) .. .... 400 | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   122 | 2925 (- 0040) .. .... 3E0 | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   123 | 28E5 (- 0040) .. .... 3C0 | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   124 | 2925 (+ 0040) .. .... 3A0 | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   125 | 2965 (+ 0040) .. .... 380 | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   126 | 29A5 (+ 0040) .. .... 360 | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   127 | 29E5 (+ 0040) .. .... 340 | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   128 | 2A25 (+ 0040) .. .... 320 | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   129 | 29E5 (- 0040) .. .... 300 | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   130 | 29A5 (- 0040) .. .... 2E0 | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
|   131 | 2965 (- 0040) .. .... 2C0 | 01C2  ... ..  .. .... ... | 01C2  ... ..  .. .... ... | .... .. ... . |
|   132 | 2925 (- 0040) .. .... 2A0 | 037C  ... ..  .. .... ... | 037C  ... ..  .. .... ... | .... .. ... . |
|   133 | 28E5 (- 0040) .. .... 280 | 029E  ... ..  .. .... ... | 029E  ... ..  .. .... ... | .... .. ... . |
|   134 | 2925 (+ 0040) .. .... 260 | 0235  ... ..  .. .... ... | 0235  ... ..  .. .... ... | .... .. ... . |
