Load address: $A000 Init address: $C000 Play address: $C020
Calling initroutine with subtune 0
Calling playroutine for 3000 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|   104 | ....  ... ..  .. .... 220 | ....  ... ..  .. .... 7D0 | 22CF (C-5 BC) .. .... 930 | .... .. ... . |
|   105 | ....  ... ..  .. .... 240 | 22AF (- 0020) .. .... 860 | 1D45 (A-4 B9) .. .... 960 | .... .. ... . |
|   106 | ....  ... ..  .. .... 260 | ....  ... ..  .. .... 8F0 | 173B (F-4 B5) .. .... 990 | .... .. ... . |
|   107 | ....  ... ..  .. .... 280 | 228F (- 0020) .. .... 980 | 2E76 (F-5 C1) .. .... 9C0 | .... .. ... . |
|   108 | ....  ... ..  .. .... 2A0 | 22AF (+ 0020) .. .... A10 | 22CF (C-5 BC) .. .... 9F0 | .... .. ... . |
|   109 | 02E7 (F-1 91) .. .... 200 | 22CF (+ 0020) .. .... AA0 | 173B (F-4 B5) .. 1909 900 | .... .. ... . |
|   110 | ....  ... ..  .. .... 220 | 22EF (+ 0020) .. .... B30 | ....  ... ..  .. .... 990 | .... .. ... . |
|   111 | ....  ... ..  .. .... 240 | 230F (+ 0020) .. .... BC0 | ....  ... ..  .. .... A20 | .... .. ... . |
|   112 | ....  ... ..  .. .... 260 | 232F (+ 0020) .. .... C50 | ....  ... ..  .. .... AB0 | .... .. ... . |
|   113 | ....  ... ..  .. .... 280 | 230F (- 0020) .. .... CE0 | ....  ... ..  .. .... B40 | .... .. ... . |
|   114 | ....  ... ..  .. .... 2A0 | 22EF (- 0020) .. .... D70 | ....  ... ..  .. .... BD0 | .... .. ... . |
|   115 | ....  ... ..  .. .... 200 | 22CF (- 0020) .. .... E00 | 2E76 (F-5 C1) .. 0809 900 | .... .. ... . |
|   116 | ....  ... ..  .. .... 220 | 22AF (- 0020) .. .... E90 | 22CF (C-5 BC) .. .... 930 | .... .. ... . |
|   117 | ....  ... ..  .. .... 240 | 228F (- 0020) .. .... F20 | 1D45 (A-4 B9) .. .... 960 | .... .. ... . |
|   118 | ....  ... ..  .. .... 260 | 22AF (+ 0020) .. .... FB0 | 173B (F-4 B5) .. .... 990 | .... .. ... . |
|   119 | ....  ... ..  .. .... 280 | 22CF (+ 0020) .. .... 040 | 2E76 (F-5 C1) .. .... 9C0 | .... .. ... . |
|   120 | ....  ... ..  .. .... 2A0 | 22EF (+ 0020) .. .... 0D0 | 22CF (C-5 BC) .. .... 9F0 | .... .. ... . |
|   121 | 05CF (F-2 9D) .. .... 200 | 230F (+ 0020) .. .... 160 | 173B (F-4 B5) .. 1909 900 | .... .. ... . |
|   122 | ....  ... ..  .. .... 220 | 232F (+ 0020) .. .... 1F0 | ....  ... ..  .. .... 990 | .... .. ... . |
|   123 | ....  ... ..  .. .... 240 | 230F (- 0020) .. .... 280 | ....  ... ..  .. .... A20 | .... .. ... . |
|   124 | ....  ... ..  .. .... 260 | 22EF (- 0020) .. .... 310 | ....  ... ..  .. .... AB0 | .... .. ... . |
|   125 | ....  ... ..  .. .... 280 | 22CF (- 0020) .. .... 3A0 | ....  ... ..  .. .... B40 | .... .. ... . |
|   126 | ....  ... ..  .. .... 2A0 | 22AF (- 0020) .. .... 430 | ....  ... ..  .. .... BD0 | .... .. ... . |
|   127 | 0AF7 (E-3 A8) .. 0FF8 900 | 1D45 (A-4 B9) .. .... 740 | 1167 (C-4 B0) .. .... 900 | .... .. ... . |
|   128 | ....  ... ..  .. .... ... | ....  ... ..  .. .... 7D0 | ....  ... ..  .. .... 990 | .... .. ... . |
|   129 | ....  ... ..  .. .... ... | 1D25 (- 0020) .. .... 860 | ....  ... ..  .. .... A20 | .... .. ... . |
|   130 | ....  ... ..  80 .... ... | ....  ... ..  .. .... 8F0 | ....  ... ..  .. .... AB0 | .... .. ... . |
|   131 | D4C8 (G-7 DB) .. .... ... | 1D05 (- 0020) .. .... 980 | ....  ... ..  .. .... B40 | .... .. ... . |
|   132 | D40D (- 00BB) .. .... ... | 1D25 (+ 0020) .. .... A10 | ....  ... ..  .. .... BD0 | .... .. ... . |
|   133 | D4C8 (+ 00BB) .. .... ... | 1D45 (+ 0020) .. .... AA0 | 173B (F-4 B5) .. .... 900 | .... .. ... . |
|   134 | D40D (- 00BB) .. .... ... | 1D65 (+ 0020) .. .... B30 | ....  ... ..  .. .... 990 | .... .. ... . |
|   135 | 0AF7 (E-3 A8) .. .... ... | 1D85 (+ 0020) .. .... BC0 | ....  ... ..  .. .... A20 | .... .. ... . |
|   136 | ....  ... ..  .. .... ... | 1DA5 (+ 0020) .. .... C50 | ....  ... ..  .. .... AB0 | .... .. ... . |
|   137 | ....  ... ..  .. .... ... | 1D85 (- 0020) .. .... CE0 | ....  ... ..  .. .... B40 | .... .. ... . |
|   138 | ....  ... ..  .. .... ... | 1D65 (- 0020) .. .... D70 | ....  ... ..  .. .... BD0 | .... .. ... . |
|   139 | 05CF  F-2 9D  41 0909 200 | 1D45 (- 0020) .. .... E00 | 2E76 (F-5 C1) .. 0809 900 | .... .. ... . |
|   140 | ....  ... ..  .. .... 220 | 1D25 (- 0020) .. .... E90 | 22CF (C-5 BC) .. .... 930 | .... .. ... . |
|   141 | ....  ... ..  .. .... 240 | 1D05 (- 0020) .. .... F20 | 1D45 (A-4 B9) .. .... 960 | .... .. ... . |
